id,Country,Name,Description,Type,Autumn,Winter,Spring,Summer,Ingredients,Food_Groups,Total_Energy,Total_Protein,Total_Fat,Total_Carbs,Total_Fibre,Total_Calcium,Total_Iron,Total_Folate,Dishes,Quantities,Food_Groups_Counter
2116,Spain,"Cucumber and carrot sticks, and greek yogurt",nan,Snack,N,N,Y,Y,"[[""13-496"", ""13-523""], [""12-555""]]","[[""DG"", ""DG""], [""BN""]]",193.75,8.125,13.4,10.75,2.475,186.25,0.47750000000000004,37,"[2117, 2154]","[[50.0, 75.0], [125.0]]","[[""DG"", 1, 50.0], [""BN"", 1, 125.0]]"
2106,Spain,Coffee with vegetable milk and avocado toast,nan,Breakfast,Y,Y,Y,Y,"[[""17-153"", ""12-524""], [""11-1136"", ""14-387"", ""17-038"", ""17-367""]]","[[""PAC"", ""BC""], [""AF"", ""FA"", ""OC"", ""WY""]]",433.27,11.547,29.694999999999997,31.941999999999997,6.284,383.37,2.8165,62.43,"[2006, 2016]","[[50.0, 200.0], [55.0, 84.0, 15.0, 0.5]]","[[""PAC"", 1, 50.0], [""BC"", 1, 200.0], [""AF"", 1, 55.0], [""FA"", 1, 84.0], [""OC"", 1, 15.0], [""WY"", 1, 0.5]]"
2107,Spain,"Tomato soup, fideua and melon",nan,Lunch,N,N,Y,Y,"[[""17-795""], [""11-719"", ""13-499"", ""13-517"", ""13-244"", ""16-387"", ""16-235"", ""16-254"", ""13-879"", ""17-038"", ""17-367""], [""14-355""]]","[[""WAA""], [""AD"", ""DG"", ""DG"", ""DG"", ""JK"", ""JK"", ""JM"", ""H"", ""OC"", ""WY""], [""FA""]]",888.1750000000001,65.7005,30.483999999999998,94.202,3.3495,301.365,13.763699999999998,142.36,"[2092, 2156, 2100]","[[300.0], [100.0, 37.5, 75.0, 4.0, 14.0, 100.0, 200.0, 0.5, 15.0, 0.5], [200.0]]","[[""WAA"", 1, 300.0], [""AD"", 1, 100.0], [""DG"", 1, 37.5], [""JK"", 1, 14.0], [""JM"", 1, 200.0], [""H"", 1, 0.5], [""OC"", 1, 15.0], [""WY"", 1, 0.5], [""FA"", 1, 200.0]]"
2108,Spain,Whipped cheese with fruit,nan,Snack,Y,Y,Y,Y,"[[""12-174"", ""14-347"", ""14-393""]]","[[""BL"", ""FA"", ""FA""]]",147.5,12.19,0.2,25.759999999999998,1.26,104.8,0.5780000000000001,42.150000000000006,[2114],"[[75.0, 80.0, 20.0]]","[[""BL"", 1, 75.0], [""FA"", 1, 80.0]]"
2109,Spain,"Vegetable broth, chicken with cider and peach",nan,Dinner,N,N,Y,Y,"[[""13-499"", ""13-496"", ""13-636"", ""13-624"", ""13-389"", ""17-377"", ""17-367""], [""18-294"", ""17-224"", ""13-499"", ""13-244"", ""17-038"", ""17-367""], [""14-312""]]","[[""DG"", ""DG"", ""DG"", ""DG"", ""DG"", ""WY"", ""WY""], [""MCA"", ""QC"", ""DG"", ""DG"", ""OC"", ""WY""], [""FA""]]",863.79,54.94949999999999,57.51400000000001,30.558999999999997,5.304499999999999,122.305,3.9043,61.66,"[2139, 2093, 2175]","[[37.5, 50.0, 22.5, 50.0, 30.0, 250.0, 0.5], [400.0, 50.0, 36.0, 8.0, 20.0, 0.6], [200.0]]","[[""DG"", 2, 73.5], [""WY"", 2, 250.6], [""MCA"", 1, 400.0], [""QC"", 1, 50.0], [""OC"", 1, 20.0], [""FA"", 1, 200.0]]"
2110,Spain,"Infusion, cupcakes and strawberries",nan,Breakfast,N,N,Y,Y,"[[""17-172""], [""11-956""], [""14-324""]]","[[""PAC""], [""AN""], [""FA""]]",178.9,2.67,8.545,24.055,5.08,58.95,0.8745,81.45,"[2150, 2028, 2104]","[[250.0], [30.0], [125.0]]","[[""PAC"", 1, 250.0], [""AN"", 1, 30.0], [""FA"", 1, 125.0]]"
2111,Spain,"Catalan salad, peas with sausage and freese cheese with honey",nan,Lunch,N,N,Y,Y,"[[""13-240"", ""16-417"", ""14-359"", ""14-874"", ""16-448"", ""16-491"", ""14-897"", ""13-244"", ""11-977"", ""17-038""], [""12-176"", ""17-050""]]","[[""DG"", ""JC"", ""FA"", ""GA"", ""JC"", ""JA"", ""GA"", ""DG"", ""AF"", ""OC""], [""BL"", ""SC""]]",760.36,31.308999999999997,55.90400000000001,35.177,4.63,375.61,4.609999999999999,105.27000000000001,"[2068, 2108]","[[50.0, 25.0, 25.0, 15.0, 9.0, 25.0, 25.0, 4.0, 30.0, 20.0], [70.0, 20.0]]","[[""DG"", 1, 50.0], [""JC"", 1, 25.0], [""FA"", 1, 25.0], [""GA"", 1, 15.0], [""JA"", 1, 25.0], [""AF"", 1, 30.0], [""OC"", 1, 20.0], [""BL"", 1, 70.0], [""SC"", 1, 20.0]]"
2112,Spain,Grapes and mixed roasted nuts,nan,Snack,N,N,Y,Y,"[[""14-351""], [""14-880""]]","[[""FA""], [""GA""]]",289.5,8.399999999999999,15.09,31.92,2.34,46.2,1.293,38.7,"[2109, 2111]","[[180.0], [30.0]]","[[""FA"", 1, 180.0], [""GA"", 1, 30.0]]"
2113,Spain,"Vichysoisse, ham croquettes and plum",nan,Dinner,N,N,Y,Y,"[[""17-831""], [""12-320"", ""13-499"", ""17-685"", ""11-886"", ""19-496"", ""11-1137"", ""12-937""], [""14-225""]]","[[""WAA""], [""BAK"", ""DG"", ""OA"", ""AA"", ""MAA"", ""AF"", ""CA""], [""FA""]]",792.96,26.617,44.67100000000001,69.473,2.144,379.7,3.3258,70.18,"[2084, 2056, 2105]","[[350.0], [166.0, 27.0, 25.0, 25.0, 50.0, 20.0, 15.0], [130.0]]","[[""WAA"", 1, 350.0], [""BAK"", 1, 166.0], [""DG"", 1, 27.0], [""OA"", 1, 25.0], [""AA"", 1, 25.0], [""MAA"", 1, 50.0], [""AF"", 1, 20.0], [""CA"", 1, 15.0], [""FA"", 1, 130.0]]"
2114,Spain,"Coffee, oat biscuits and mixed dried fruits",nan,Breakfast,Y,Y,Y,Y,"[[""17-153""], [""11-803""], [""14-087""]]","[[""PAC""], [""AM""], [""FA""]]",225.4,2.71,6.99,40.5,2.16,33.599999999999994,1.355,8.4,"[2007, 2027, 2113]","[[50.0], [30.0], [30.0]]","[[""PAC"", 1, 50.0], [""AM"", 1, 30.0], [""FA"", 1, 30.0]]"
2115,Spain,"Esqueixada, beef with vegetables and figs",nan,Lunch,Y,Y,Y,Y,"[[""16-490"", ""13-517"", ""13-499"", ""14-359"", ""17-038"", ""18-420""], [""18-076"", ""13-499"", ""13-496"", ""13-536"", ""13-244"", ""50-1173"", ""17-752"", ""17-038"", ""17-367""], [""14-091""]]","[[""JA"", ""DG"", ""DG"", ""FA"", ""OC"", ""MG""], [""MAC"", ""DG"", ""DG"", ""DF"", ""DG"", ""WCN"", ""QE"", ""OC"", ""WY""], [""FA""]]",988.9549999999999,84.7535,49.616,48.892,11.296,217.49,7.358799999999999,85.525,"[2045, 2062, 2166]","[[125.0, 150.0, 18.0, 20.0, 20.0, 0.5], [150.0, 50.0, 100.0, 80.0, 4.0, 30.0, 30.0, 18.0, 0.6], [200.0]]","[[""JA"", 1, 125.0], [""DG"", 2, 200.0], [""FA"", 2, 220.0], [""OC"", 2, 38.0], [""MG"", 1, 0.5], [""MAC"", 1, 150.0], [""DF"", 1, 80.0], [""WCN"", 1, 30.0], [""QE"", 1, 30.0], [""WY"", 1, 0.6]]"
2117,Spain,"Green salad, tuna sandwich and egg custard",nan,Dinner,Y,Y,Y,Y,"[[""15-648"", ""17-038"", ""17-367""], [""11-980"", ""16-417""], [""12-573""]]","[[""DR"", ""OC"", ""WY""], [""AF"", ""JC""], [""BR""]]",593.24,28.823999999999998,28.884,58.28,2.5,328.40999999999997,2.9499,64.28,"[2145, 2024, 2110]","[[80.0, 20.0, 0.5], [100.0, 56.0], [100.0]]","[[""DR"", 1, 80.0], [""OC"", 1, 20.0], [""WY"", 1, 0.5], [""AF"", 1, 100.0], [""JC"", 1, 56.0], [""BR"", 1, 100.0]]"
2118,Spain,Vegetable drink and chocolate biscuits,nan,Breakfast,Y,Y,Y,Y,"[[""13-145""], [""11-815""]]","[[""DG""], [""AM""]]",551.7,8.955,45.405,28.8,1.35,131.4,2.61,108.45,"[2009, 2031]","[[225.0], [45.0]]","[[""DG"", 1, 225.0], [""AM"", 1, 45.0]]"
2119,Spain,"Sanfaina, garlic rabbit and grapes",nan,Lunch,N,N,Y,Y,"[[""15-621"", ""17-038""], [""19-623""], [""14-351""]]","[[""DR"", ""OC""], [""MR""], [""FA""]]",697.5500000000001,35.76,40.595,50.44,12.09,158,4.324,33.3,"[2043, 2095, 2109]","[[250.0, 15.0], [250.0], [180.0]]","[[""DR"", 1, 250.0], [""OC"", 1, 15.0], [""MR"", 1, 250.0], [""FA"", 1, 180.0]]"
2120,Spain,Fresh cheese with honey and mixed roasted nuts,nan,Snack,N,N,Y,Y,"[[""12-176"", ""17-050""], [""14-880""]]","[[""BL"", ""SC""], [""GA""]]",332.70000000000005,13.8,22.43,20.16,0,197.2,1.239,27.9,"[2108, 2111]","[[70.0, 20.0], [30.0]]","[[""BL"", 1, 70.0], [""SC"", 1, 20.0], [""GA"", 1, 30.0]]"
2121,Spain,"Roasted aubergines, stuffed potatoes and strawberries",nan,Dinner,N,N,Y,Y,"[[""13-161"", ""17-038"", ""17-367"", ""13-881""], [""13-489"", ""18-469"", ""13-161"", ""13-496"", ""13-499"", ""17-834"", ""12-493"", ""17-038"", ""13-878"", ""17-367""], [""14-324""]]","[[""DG"", ""OC"", ""WY"", ""H""], [""DAM"", ""MAC"", ""DG"", ""DG"", ""DG"", ""WC"", ""BL"", ""OC"", ""H"", ""WY""], [""FA""]]",731.45,21.958199999999998,46.264199999999995,61.05,11.4061,228.856,3.3372,173.99099999999999,"[2157, 2088, 2104]","[[200.0, 15.0, 0.5, 0.3], [200.0, 50.0, 75.0, 25.0, 37.5, 50.0, 12.5, 15.0, 0.3, 0.8], [125.0]]","[[""DG"", 2, 275.0], [""OC"", 2, 30.0], [""WY"", 2, 1.3], [""H"", 2, 0.6], [""DAM"", 1, 200.0], [""MAC"", 1, 50.0], [""WC"", 1, 50.0], [""BL"", 1, 12.5], [""FA"", 1, 125.0]]"
2122,Spain,Coffee with milk and ham sandwich,nan,Breakfast,Y,Y,Y,Y,"[[""17-156""], [""11-980"", ""19-496""]]","[[""PAC""], [""AF"", ""MAA""]]",298.95,20.064999999999998,4.48,47.825,2.56,214.95,2.245,38.65,"[2005, 2020]","[[225.0], [100.0, 60.0]]","[[""PAC"", 1, 225.0], [""AF"", 1, 100.0], [""MAA"", 1, 60.0]]"
2123,Spain,"White bean salad, sardines and plum",nan,Lunch,N,N,Y,Y,"[[""16-490"", ""13-087"", ""13-517"", ""12-938"", ""13-499"", ""13-524"", ""13-318"", ""17-038"", ""17-367"", ""14-359""], [""16-401"", ""17-367""], [""14-225""]]","[[""JA"", ""DB"", ""DG"", ""CA"", ""DG"", ""DG"", ""DG"", ""OC"", ""WY"", ""FA""], [""JC"", ""WY""], [""FA""]]",999.245,115.837,42.068000000000005,42.47,2.9299999999999997,319.5,10.125550000000002,109.80000000000001,"[2049, 2148, 2105]","[[125.0, 150.0, 150.0, 32.5, 25.0, 40.0, 40.0, 20.0, 0.6, 16.0], [300.0, 0.5], [130.0]]","[[""JA"", 1, 125.0], [""DB"", 1, 150.0], [""DG"", 1, 150.0], [""CA"", 1, 32.5], [""OC"", 1, 20.0], [""WY"", 2, 1.1], [""FA"", 2, 146.0], [""JC"", 1, 300.0]]"
2124,Spain,Yogurt with cereals and figs and walnuts,nan,Snack,Y,Y,Y,Y,"[[""12-184"", ""11-779""], [""14-091"", ""14-879""]]","[[""BNE"", ""AI""], [""FA"", ""GA""]]",456.65,15.485,26.2,42.565,2.15,346.95,4.17,94.8,"[2014, 2140]","[[125.0, 25.0], [150.0, 30.0]]","[[""BNE"", 1, 125.0], [""AI"", 1, 25.0], [""FA"", 1, 150.0], [""GA"", 1, 30.0]]"
2125,Spain,"Egg and mushroom pan, peas with sausage and watermelon",nan,Dinner,N,N,Y,Y,"[[""12-938"", ""13-505"", ""17-038"", ""13-844"", ""17-367""], [""13-527"", ""19-649"", ""13-499"", ""17-038"", ""17-367""], [""14-309""]]","[[""CA"", ""DG"", ""OC"", ""H"", ""WY""], [""DF"", ""MAA"", ""DG"", ""OC"", ""WY""], [""FA""]]",428.18,27.394,21.626,32.924,10.084,95.32,4.154,186.47,"[2081, 2083, 2101]","[[130.0, 220.0, 10.0, 2.0, 0.5], [150.0, 12.0, 27.0, 7.0, 0.5], [350.0]]","[[""CA"", 1, 130.0], [""DG"", 2, 247.0], [""OC"", 2, 17.0], [""H"", 1, 2.0], [""WY"", 2, 1.0], [""DF"", 1, 150.0], [""MAA"", 1, 12.0], [""FA"", 1, 350.0]]"
2126,Spain,"Milk and bread porridge, and coffee",nan,Breakfast,Y,Y,Y,Y,"[[""12-596"", ""11-1145"", ""17-063""], [""17-153""]]","[[""BAK"", ""AF"", ""SC""], [""PAC""]]",312,12.08,9.84,46.88,1.16,365,0.7300000000000001,31.6,"[2129, 2007]","[[250.0, 40.0, 15.0], [50.0]]","[[""BAK"", 1, 250.0], [""AF"", 1, 40.0], [""SC"", 1, 15.0], [""PAC"", 1, 50.0]]"
2127,Spain,"Vegetable lentils, boiled egg, cheese and apricot",nan,Lunch,N,N,Y,Y,"[[""13-089"", ""13-496"", ""13-590"", ""13-517"", ""13-244"", ""17-038"", ""17-367""], [""12-941""], [""12-526""], [""14-026""]]","[[""DB"", ""DG"", ""DG"", ""DG"", ""DG"", ""OC"", ""WY""], [""CA""], [""BL""], [""FA""]]",683.9200000000001,44.241,26.133999999999997,72.61200000000001,7.2250000000000005,474.46000000000004,10.925500000000003,116.64999999999999,"[2057, 2188, 2189, 2184]","[[80.0, 50.0, 25.0, 45.0, 4.0, 15.0, 0.5], [75.0], [30.0], [150.0]]","[[""DB"", 1, 80.0], [""DG"", 1, 50.0], [""OC"", 1, 15.0], [""WY"", 1, 0.5], [""CA"", 1, 75.0], [""BL"", 1, 30.0], [""FA"", 1, 150.0]]"
2128,Spain,Cupcakes and infusion,nan,Snack,Y,Y,Y,Y,"[[""11-956""], [""17-172""], [""14-347""]]","[[""AN""], [""PAC""], [""FA""]]",223,3.2,7.92,36.91,1.77,44.1,0.8340000000000001,19.6,"[2028, 2150, 2098]","[[30.0], [250.0], [160.0]]","[[""AN"", 1, 30.0], [""PAC"", 1, 250.0], [""FA"", 1, 160.0]]"
2129,Spain,"Russian salad, beef steak and macedonia",nan,Dinner,Y,Y,Y,Y,"[[""13-490"", ""12-938"", ""13-497"", ""16-417"", ""14-340"", ""13-536"", ""17-809"", ""17-367"", ""17-718""], [""18-016"", ""17-038"", ""17-367""], [""14-333""]]","[[""DAM"", ""CA"", ""DG"", ""JC"", ""FA"", ""DF"", ""WC"", ""WY"", ""WCG""], [""MAC"", ""OC"", ""WY""], [""FA""]]",1047.655,60.45799999999999,65.3425,55.36450000000001,4.176,84.22,6.1034500000000005,55.160000000000004,"[2033, 2158, 2107]","[[112.5, 37.5, 50.0, 50.0, 20.0, 16.0, 45.0, 0.5, 8.0], [180.0, 10.0, 0.5], [200.0]]","[[""DAM"", 1, 112.5], [""CA"", 1, 37.5], [""DG"", 1, 50.0], [""JC"", 1, 50.0], [""FA"", 2, 220.0], [""DF"", 1, 16.0], [""WC"", 1, 45.0], [""WY"", 2, 1.0], [""WCG"", 1, 8.0], [""MAC"", 1, 180.0], [""OC"", 1, 10.0]]"
2130,Spain,Avocado toast and orange juice,nan,Breakfast,Y,Y,Y,Y,"[[""11-1136"", ""14-387"", ""17-038"", ""17-367""], [""14-369""]]","[[""AF"", ""FA"", ""OC"", ""WY""], [""FC""]]",452.87,7.9670000000000005,26.494999999999997,48.611999999999995,5.284,168.27,2.5665,96.03,"[2016, 2026]","[[55.0, 84.0, 15.0, 0.5], [220.0]]","[[""AF"", 1, 55.0], [""FA"", 1, 84.0], [""OC"", 1, 15.0], [""WY"", 1, 0.5], [""FC"", 1, 220.0]]"
2131,Spain,"Green salad, vegetables pasta, cheese and figs",nan,Lunch,N,N,Y,Y,"[[""15-648"", ""17-038"", ""17-367""], [""17-621"", ""11-718""], [""12-526""], [""14-091""]]","[[""DR"", ""OC"", ""WY""], [""WC"", ""AD""], [""BL""], [""FA""]]",742.1,26.720000000000002,35.38,84.88,13.44,470.75,4.773499999999999,77.9,"[2145, 2038, 2189, 2166]","[[80.0, 20.0, 0.5], [170.0, 80.0], [30.0], [200.0]]","[[""DR"", 1, 80.0], [""OC"", 1, 20.0], [""WY"", 1, 0.5], [""WC"", 1, 170.0], [""AD"", 1, 80.0], [""BL"", 1, 30.0], [""FA"", 1, 200.0]]"
2132,Spain,"Cucumber and carrot sticks, and greek yogurt",nan,Snack,N,N,Y,Y,"[[""13-496"", ""13-523""], [""12-555""]]","[[""DG"", ""DG""], [""BN""]]",193.75,8.125,13.4,10.75,2.475,186.25,0.47750000000000004,37,"[2117, 2154]","[[50.0, 75.0], [125.0]]","[[""DG"", 1, 50.0], [""BN"", 1, 125.0]]"
2133,Spain,Empedrat and egg custard,nan,Dinner,Y,Y,Y,Y,"[[""16-490"", ""13-663"", ""12-938"", ""13-517"", ""13-499"", ""14-340"", ""17-038"", ""17-367"", ""13-880""], [""12-573""]]","[[""JA"", ""DB"", ""CA"", ""DG"", ""DG"", ""FA"", ""OC"", ""WY"", ""H""], [""BR""]]",548.275,52.9962,23.552399999999995,33.4,13.0009,222.92899999999997,3.3131299999999992,50.876000000000005,"[2171, 2110]","[[70.0, 100.0, 140.0, 90.0, 37.5, 30.0, 15.0, 0.5, 0.3], [100.0]]","[[""JA"", 1, 70.0], [""DB"", 1, 100.0], [""CA"", 1, 140.0], [""DG"", 1, 90.0], [""FA"", 1, 30.0], [""OC"", 1, 15.0], [""WY"", 1, 0.5], [""H"", 1, 0.3], [""BR"", 1, 100.0]]"
2134,Spain,Coffee with vegetable milk and olive oil toast,nan,Breakfast,Y,Y,Y,Y,"[[""17-153"", ""12-524""], [""11-980"", ""17-491"", ""17-038"", ""17-367""]]","[[""PAC"", ""BC""], [""AF"", ""SEA"", ""OC"", ""WY""]]",365.35,10.245,19.669999999999998,39.205,2.375,345.48,2.2909,44.15,"[2006, 2174]","[[50.0, 200.0], [55.0, 20.0, 10.0, 0.3]]","[[""PAC"", 1, 50.0], [""BC"", 1, 200.0], [""AF"", 1, 55.0], [""SEA"", 1, 20.0], [""OC"", 1, 10.0], [""WY"", 1, 0.3]]"
2135,Spain,"Caprese salad, roasted chicken wings and peach",nan,Lunch,N,N,Y,Y,"[[""12-360"", ""13-517"", ""13-804"", ""17-038"", ""17-367""], [""18-296"", ""17-038"", ""17-367""], [""14-312""]]","[[""BL"", ""DG"", ""H"", ""OC"", ""WY""], [""MCA"", ""OC"", ""WY""], [""FA""]]",810.65,43.855,62.065,20.755,2.3,322.5,2.55,87.9,"[2091, 2187, 2175]","[[75.0, 230.0, 5.0, 15.0, 0.5], [200.0, 15.0, 0.5], [200.0]]","[[""BL"", 1, 75.0], [""DG"", 1, 230.0], [""H"", 1, 5.0], [""OC"", 2, 30.0], [""WY"", 2, 1.0], [""MCA"", 1, 200.0], [""FA"", 1, 200.0]]"
2136,Spain,Watermelon and pistachio nuts,nan,Snack,N,N,Y,Y,"[[""14-309""], [""14-841""], [""17-172""]]","[[""FA""], [""GA""], [""PAC""]]",148.25,3.5250000000000004,8.325,15.65,0,34.25,1.375,14,"[2101, 2176, 2150]","[[350.0], [25.0], [250.0]]","[[""FA"", 1, 350.0], [""GA"", 1, 25.0], [""PAC"", 1, 250.0]]"
2137,Spain,"Beans with chard, roasted vegetables and skimmed yogurt",nan,Dinner,Y,Y,Y,Y,"[[""13-086"", ""13-223"", ""19-649"", ""17-038"", ""17-367""], [""15-621"", ""17-038"", ""17-367""], [""12-379""]]","[[""DB"", ""DG"", ""MAA"", ""OC"", ""WY""], [""DR"", ""OC"", ""WY""], [""BN""]]",832.19,36.488,47.44,70.09,5.94,573.04,12.771000000000003,529.5,"[2164, 2167, 2133]","[[80.0, 300.0, 24.0, 15.0, 0.5], [180.0, 15.0, 0.5], [125.0]]","[[""DB"", 1, 80.0], [""DG"", 1, 300.0], [""MAA"", 1, 24.0], [""OC"", 2, 30.0], [""WY"", 2, 1.0], [""DR"", 1, 180.0], [""BN"", 1, 125.0]]"
2138,Spain,Coffee and lemon cake,nan,Breakfast,Y,Y,Y,Y,"[[""17-153""], [""11-1005""]]","[[""PAC""], [""AN""]]",210.4,2.5,6.66,37.05,0,45.3,1.25,6.6,"[2007, 2018]","[[50.0], [60.0]]","[[""PAC"", 1, 50.0], [""AN"", 1, 60.0]]"
2139,Spain,"Esqueixada, lemon sole papillote and apricot",nan,Lunch,N,N,Y,Y,"[[""16-490"", ""13-517"", ""13-499"", ""14-359"", ""17-038"", ""18-420""], [""16-496"", ""13-318"", ""13-499"", ""17-038"", ""17-367""], [""14-026""]]","[[""JA"", ""DG"", ""DG"", ""FA"", ""OC"", ""MG""], [""JA"", ""DG"", ""DG"", ""OC"", ""WY""], [""FA""]]",765.065,93.73750000000001,35.487,19.04,2.49,138.12,2.5654999999999997,100.395,"[2045, 2082, 2184]","[[125.0, 150.0, 18.0, 20.0, 20.0, 0.5], [300.0, 40.0, 27.0, 10.0, 0.5], [150.0]]","[[""JA"", 2, 425.0], [""DG"", 2, 190.0], [""FA"", 2, 170.0], [""OC"", 2, 30.0], [""MG"", 1, 0.5], [""WY"", 1, 0.5]]"
2140,Spain,Whipped cheese with fruit and mixed roasted nuts,nan,Snack,Y,Y,Y,Y,"[[""12-174"", ""14-347"", ""14-393""], [""14-880""]]","[[""BL"", ""FA"", ""FA""], [""GA""]]",321.8,19.33,14.93,29.24,1.26,133,1.457,70.05000000000001,"[2114, 2111]","[[75.0, 80.0, 20.0], [30.0]]","[[""BL"", 1, 75.0], [""FA"", 1, 80.0], [""GA"", 1, 30.0]]"
2141,Spain,"Grilled mushrooms, boiled beans and figs",nan,Dinner,N,N,Y,Y,"[[""13-505"", ""17-038"", ""17-367"", ""13-893""], [""13-107"", ""17-038"", ""17-367""], [""14-091""], [""11-803""]]","[[""DG"", ""OC"", ""WY"", ""H""], [""DB"", ""OC"", ""WY""], [""FA""], [""AM""]]",748.15,24.880000000000003,34.395,87.772,4.156000000000001,200.39999999999998,6.472999999999999,395.71999999999997,"[2134, 2169, 2166, 2027]","[[250.0, 15.0, 0.5, 2.0], [200.0, 10.0, 0.5], [200.0], [30.0]]","[[""DG"", 1, 250.0], [""OC"", 2, 25.0], [""WY"", 2, 1.0], [""H"", 1, 2.0], [""DB"", 1, 200.0], [""FA"", 1, 200.0], [""AM"", 1, 30.0]]"
2142,Spain,"Butter and jam toast, and infusion",nan,Breakfast,Y,Y,Y,Y,"[[""11-1001"", ""17-073"", ""17-655""], [""17-172""]]","[[""AF"", ""SC"", ""OA""], [""PAC""]]",308.8,5.515,12.965,45.285000000000004,1.65,127.85000000000001,1.3685,19,"[2011, 2150]","[[55.0, 20.0, 15.0], [250.0]]","[[""AF"", 1, 55.0], [""SC"", 1, 20.0], [""OA"", 1, 15.0], [""PAC"", 1, 250.0]]"
2143,Spain,"Vegetable broth, pig ribs stew and melon",nan,Lunch,Y,Y,Y,Y,"[[""13-499"", ""13-496"", ""13-636"", ""13-624"", ""13-389"", ""17-377"", ""17-367""], [""19-670""], [""14-355""]]","[[""DG"", ""DG"", ""DG"", ""DG"", ""DG"", ""WY"", ""WY""], [""MR""], [""FA""]]",835.55,54.3575,56.400000000000006,29.875,8.112499999999999,182.425,4.9675,49.3,"[2139, 2065, 2100]","[[37.5, 50.0, 22.5, 50.0, 30.0, 250.0, 0.5], [250.0], [200.0]]","[[""DG"", 1, 37.5], [""WY"", 1, 250.0], [""MR"", 1, 250.0], [""FA"", 1, 200.0]]"
2144,Spain,Tomato toast and plum,nan,Snack,N,N,Y,Y,"[[""13-517"", ""11-1136"", ""17-038"", ""17-367""], [""14-225""]]","[[""DG"", ""AF"", ""OC"", ""WY""], [""FA""]]",160.82999999999998,2.4619999999999997,9.553,17.490000000000002,1.968,47.36,0.9254,34.980000000000004,"[2002, 2105]","[[120.0, 12.0, 9.0, 1.0], [130.0]]","[[""DG"", 1, 120.0], [""AF"", 1, 12.0], [""OC"", 1, 9.0], [""WY"", 1, 1.0], [""FA"", 1, 130.0]]"
2145,Spain,"Green salad, pickled carrots, vegetables omelette and pear",nan,Dinner,Y,Y,Y,Y,"[[""15-648"", ""17-038"", ""17-367""], [""13-496"", ""17-339""], [""15-621"", ""12-937"", ""17-038"", ""17-367""], [""14-361""]]","[[""DR"", ""OC"", ""WY""], [""DG"", ""WY""], [""DR"", ""CA"", ""OC"", ""WY""], [""FA""]]",698.9,23.220000000000002,51.44,37.4,13.45,178.3,4.663,118.4,"[2145, 2116, 2125, 2099]","[[80.0, 20.0, 0.5], [100.0, 20.0], [150.0, 140.0, 10.0, 0.5], [200.0]]","[[""DR"", 2, 230.0], [""OC"", 2, 30.0], [""WY"", 3, 21.0], [""DG"", 1, 100.0], [""CA"", 1, 140.0], [""FA"", 1, 200.0]]"
2146,Spain,"Beef with vegetables, rice and watermelon",nan,Lunch,N,N,Y,Y,"[[""18-076"", ""13-499"", ""13-496"", ""13-536"", ""13-244"", ""50-1173"", ""17-752"", ""17-038"", ""17-367""], [""11-868"", ""17-038"", ""13-806""], [""14-355""]]","[[""MAC"", ""DG"", ""DG"", ""DF"", ""DG"", ""WCN"", ""QE"", ""OC"", ""WY""], [""AC"", ""OC"", ""H""], [""FA""]]",731.8,43.368,36.724,55.024,11.9,122.62,7.080799999999999,63.6,"[2062, 2186, 2100]","[[150.0, 50.0, 100.0, 80.0, 4.0, 30.0, 30.0, 18.0, 0.6], [30.0, 10.0, 2.0], [200.0]]","[[""MAC"", 1, 150.0], [""DG"", 1, 50.0], [""DF"", 1, 80.0], [""WCN"", 1, 30.0], [""QE"", 1, 30.0], [""OC"", 2, 28.0], [""WY"", 1, 0.6], [""AC"", 1, 30.0], [""H"", 1, 2.0], [""FA"", 1, 200.0]]"
2147,Spain,"Tomato soup, rice salad and watermelon",nan,Lunch,N,N,Y,Y,"[[""17-795""], [""15-649"", ""17-038""], [""14-309""]]","[[""WAA""], [""DR"", ""OC""], [""FA""]]",705.45,10.270000000000001,41.885000000000005,76.6,0,98.4,4.028,87.9,"[2092, 2079, 2101]","[[300.0], [220.0, 15.0], [350.0]]","[[""WAA"", 1, 300.0], [""DR"", 1, 220.0], [""OC"", 1, 15.0], [""FA"", 1, 350.0]]"
2148,Spain,"Pea soup, vegetable ""hamburguer"" and peach",nan,Lunch,N,N,Y,Y,"[[""13-527"", ""13-489"", ""13-499"", ""17-038"", ""17-367""], [""15-657"", ""11-969""], [""14-312""]]","[[""DF"", ""DAM"", ""DG"", ""OC"", ""WY""], [""DR"", ""AF""], [""FA""]]",851.6,28.220000000000002,29.742,125.50999999999999,14.018999999999998,344.79999999999995,6.0675,128.01999999999998,"[2075, 2090, 2175]","[[150.0, 150.0, 27.0, 10.0, 0.5], [110.0, 75.0], [200.0]]","[[""DF"", 1, 150.0], [""DAM"", 1, 150.0], [""DG"", 1, 27.0], [""OC"", 1, 10.0], [""WY"", 1, 0.5], [""DR"", 1, 110.0], [""AF"", 1, 75.0], [""FA"", 1, 200.0]]"
